"		108",서울,2001.11.15,51.5,36
"		108",서울,2001.11.16,66.5,52
"		108",서울,2001.11.17,49.6,26
"		108",서울,2001.11.18,47.9,28
"		108",서울,2001.11.19,53.1,24
"		108",서울,2001.11.20,67.6,35
"		108",서울,2001.11.21,75.3,50
"		108",서울,2001.11.22,84.4,62
"		108",서울,2001.11.23,77.9,61
"		108",서울,2001.11.24,79.6,69
"		108",서울,2001.11.25,56.4,33
"		108",서울,2001.11.26,36.6,22
"		108",서울,2001.11.27,54.6,24
"		108",서울,2001.11.28,59.1,39
"		108",서울,2001.11.29,84.6,69
"		108",서울,2001.11.30,41,23
"		108",서울,2001.12.1,63.8,37
"		108",서울,2001.12.2,70.1,46
"		108",서울,2001.12.3,53,41
"		108",서울,2001.12.4,39.4,15
"		108",서울,2001.12.5,30.1,16
"		108",서울,2001.12.6,36.8,21
"		108",서울,2001.12.7,37.6,19
"		108",서울,2001.12.8,38.3,23
